tconst,title,primaryTitle,originalTitle,startYear,runtimeMinutes,genre1,genre2,primaryName
tt0096764,The Adventures of Baron Munchausen,The Adventures of Baron Munchausen,The Adventures of Baron Munchausen,1988.0,126,Adventure,Comedy,Terry Gilliam
tt0079854,Every Man for Himself,Every Man for Himself,Sauve qui peut (la vie),1980.0,87,Drama,,Jean-Luc Godard
tt0084481,Godard's Passion,Passion,Passion,1982.0,88,Comedy,Drama,Jean-Luc Godard
tt0084481,Passion,Passion,Passion,1982.0,88,Comedy,Drama,Jean-Luc Godard
tt0086153,First Name: Carmen,First Name: Carmen,Prénom Carmen,1983.0,85,Crime,Drama,Jean-Luc Godard
tt0089066,Detective,Detective,Détective,1985.0,95,Comedy,Crime,Jean-Luc Godard
tt0089366,Hail Mary,Hail Mary,"Je vous salue, Marie",1985.0,72,Drama,,Jean-Luc Godard
tt0093349,King Lear,King Lear,King Lear,1987.0,90,Comedy,Drama,Jean-Luc Godard
tt0093349,Jean-Luc Godard's King Lear,King Lear,King Lear,1987.0,90,Comedy,Drama,Jean-Luc Godard
tt0083851,The Draughtsman's Contract,The Draughtsman's Contract,The Draughtsman's Contract,1982.0,108,Comedy,Drama,Peter Greenaway
tt0090366,A Zed & Two Noughts,A Zed & Two Noughts,A Zed & Two Noughts,1985.0,115,Comedy,Drama,Peter Greenaway
tt0092637,The Belly of an Architect,The Belly of an Architect,The Belly of an Architect,1987.0,119,Drama,,Peter Greenaway
tt0092929,Drowning by Numbers,Drowning by Numbers,Drowning by Numbers,1988.0,118,Comedy,Drama,Peter Greenaway
tt0097108,"The Cook, the Thief, His Wife & Her Lover","The Cook, the Thief, His Wife & Her Lover","The Cook, the Thief, His Wife & Her Lover",1989.0,124,Crime,Drama,Peter Greenaway
tt0080913,The Idolmaker,The Idolmaker,The Idolmaker,1980.0,117,Biography,Drama,Taylor Hackford
tt0084434,An Officer and a Gentleman,An Officer and a Gentleman,An Officer and a Gentleman,1982.0,124,Drama,Romance,Taylor Hackford
tt0086859,Out of the Past,Against All Odds,Against All Odds,1984.0,128,Action,Adventure,Taylor Hackford
tt0086859,Against All Odds,Against All Odds,Against All Odds,1984.0,128,Action,Adventure,Taylor Hackford
tt0090319,White Nights,White Nights,White Nights,1985.0,136,Drama,Music,Taylor Hackford
tt0092758,Chuck Berry: Hail! Hail! Rock 'n' Roll,Chuck Berry: Hail! Hail! Rock 'n' Roll,Chuck Berry: Hail! Hail! Rock 'n' Roll,1987.0,120,Biography,Documentary,Taylor Hackford
tt0095119,Everybody's All-American,Everybody's All-American,Everybody's All-American,1988.0,127,Drama,Romance,Taylor Hackford
tt0085868,Tijuana,Losin' It,Losin' It,1983.0,100,Comedy,Drama,Curtis Hanson
tt0092627,The Bedroom Window,The Bedroom Window,The Bedroom Window,1987.0,112,Crime,Mystery,Curtis Hanson
tt0081291,No Looking Back,Out of the Blue,Out of the Blue,1980.0,94,Drama,,Dennis Hopper
tt0094894,Colors,Colors,Colors,1988.0,120,Action,Crime,Dennis Hopper
tt0088128,Sixteen Candles,Sixteen Candles,Sixteen Candles,1984.0,93,Comedy,Romance,John Hughes
tt0088847,The Breakfast Club,The Breakfast Club,The Breakfast Club,1985.0,97,Comedy,Drama,John Hughes
tt0090305,Weird Science,Weird Science,Weird Science,1985.0,94,Comedy,Romance,John Hughes
tt0091042,Ferris Bueller's Day Off,Ferris Bueller's Day Off,Ferris Bueller's Day Off,1986.0,103,Comedy,,John Hughes
tt0093748,"Planes, Trains & Automobiles","Planes, Trains & Automobiles","Planes, Trains & Automobiles",1987.0,93,Comedy,Drama,John Hughes
tt0093748,"Planes, Trains and Automobiles","Planes, Trains & Automobiles","Planes, Trains & Automobiles",1987.0,93,Comedy,Drama,John Hughes
tt0096094,She's Having a Baby,She's Having a Baby,She's Having a Baby,1988.0,106,Comedy,Drama,John Hughes
tt0098554,Uncle Buck,Uncle Buck,Uncle Buck,1989.0,100,Comedy,,John Hughes
tt0084488,Permanent Vacation,Permanent Vacation,Permanent Vacation,1980.0,75,Comedy,Drama,Jim Jarmusch
tt0088184,Stranger Than Paradise,Stranger Than Paradise,Stranger than Paradise,1984.0,89,Comedy,Drama,Jim Jarmusch
tt0090967,Down by Law,Down by Law,Down by Law,1986.0,107,Comedy,Crime,Jim Jarmusch
tt0097940,One Night in Memphis,Mystery Train,Mystery Train,1989.0,110,Comedy,Crime,Jim Jarmusch
tt0093166,Heaven,Heaven,Heaven,1987.0,80,Documentary,,Diane Keaton
tt9535768,What Does Dorrie Want?,What Does Dorrie Want?,What Does Dorrie Want?,1982.0,\N,Documentary,,Diane Keaton
tt0080455,The Blues Brothers,The Blues Brothers,The Blues Brothers,1980.0,133,Action,Adventure,John Landis
tt0080455,The Return of the Blues Brothers,The Blues Brothers,The Blues Brothers,1980.0,133,Action,Adventure,John Landis
tt0082010,An American Werewolf in London,An American Werewolf in London,An American Werewolf in London,1981.0,97,Comedy,Horror,John Landis
tt0086465,Black or White,Trading Places,Trading Places,1983.0,116,Comedy,,John Landis
tt0086465,Trading Places,Trading Places,Trading Places,1983.0,116,Comedy,,John Landis
tt0089346,Into the Night,Into the Night,Into the Night,1985.0,115,Action,Comedy,John Landis
tt0090056,Spies Like Us,Spies Like Us,Spies Like Us,1985.0,102,Adventure,Comedy,John Landis
tt0092086,Three Amigos!,Three Amigos!,Three Amigos!,1986.0,104,Comedy,Western,John Landis
tt0092086,Three Amigos,Three Amigos!,Three Amigos!,1986.0,104,Comedy,Western,John Landis
tt0092086,The Three Caballeros,Three Amigos!,Three Amigos!,1986.0,104,Comedy,Western,John Landis
tt0094898,The Quest,Coming to America,Coming to America,1988.0,116,Comedy,Romance,John Landis
tt0094898,Coming to America,Coming to America,Coming to America,1988.0,116,Comedy,Romance,John Landis
tt0085758,Joe's Bed-Stuy Barbershop: We Cut Heads,Joe's Bed-Stuy Barbershop: We Cut Heads,Joe's Bed-Stuy Barbershop: We Cut Heads,1983.0,60,Comedy,Crime,Spike Lee
tt0091939,She's Gotta Have It,She's Gotta Have It,She's Gotta Have It,1986.0,84,Comedy,Romance,Spike Lee
tt0096054,School Daze,School Daze,School Daze,1988.0,121,Comedy,Drama,Spike Lee
tt0097216,Do the Right Thing,Do the Right Thing,Do the Right Thing,1989.0,120,Comedy,Drama,Spike Lee
tt0097216,Heatwave,Do the Right Thing,Do the Right Thing,1989.0,120,Comedy,Drama,Spike Lee
tt0095385,It's Impossible to Learn to Plow by Reading Books,It's Impossible to Learn to Plow by Reading Books,It's Impossible to Learn to Plow by Reading Books,1988.0,85,Drama,,Richard Linklater
tt0093223,House of Games,House of Games,House of Games,1987.0,102,Crime,Thriller,David Mamet
tt0093223,The Tell,House of Games,House of Games,1987.0,102,Crime,Thriller,David Mamet
tt0096259,Things Change,Things Change,Things Change,1988.0,100,Comedy,Crime,David Mamet
tt0083190,Thief,Thief,Thief,1981.0,123,Action,Crime,Michael Mann
tt0085780,The Keep,The Keep,The Keep,1983.0,96,Drama,Fantasy,Michael Mann
tt0091474,Manhunter,Manhunter,Manhunter,1986.0,120,Crime,Horror,Michael Mann
tt0091474,Red Dragon,Manhunter,Manhunter,1986.0,120,Crime,Horror,Michael Mann
tt0091474,Manhunter: The Pursuit of Hannibal Lecter,Manhunter,Manhunter,1986.0,120,Crime,Horror,Michael Mann
tt0091474,Red Dragon: The Curse of Hannibal Lecter,Manhunter,Manhunter,1986.0,120,Crime,Horror,Michael Mann
tt0097481,Harlem Nights,Harlem Nights,Harlem Nights,1989.0,116,Comedy,Crime,Eddie Murphy
tt0088170,Star Trek III: In Search of Spock,Star Trek III: The Search for Spock,Star Trek III: The Search for Spock,1984.0,105,Action,Adventure,Leonard Nimoy
tt0088170,Star Trek: The Search for Spock,Star Trek III: The Search for Spock,Star Trek III: The Search for Spock,1984.0,105,Action,Adventure,Leonard Nimoy
tt0088170,Star Trek III: The Search for Spock,Star Trek III: The Search for Spock,Star Trek III: The Search for Spock,1984.0,105,Action,Adventure,Leonard Nimoy
tt0088170,Star Trek III: Return to Genesis,Star Trek III: The Search for Spock,Star Trek III: The Search for Spock,1984.0,105,Action,Adventure,Leonard Nimoy
tt0092007,Star Trek IV: The Adventure Continues,Star Trek IV: The Voyage Home,Star Trek IV: The Voyage Home,1986.0,119,Action,Adventure,Leonard Nimoy
tt0092007,Star Trek IV: The Voyage Home,Star Trek IV: The Voyage Home,Star Trek IV: The Voyage Home,1986.0,119,Action,Adventure,Leonard Nimoy
tt0094137,Three Men and a Baby,Three Men and a Baby,3 Men and a Baby,1987.0,102,Comedy,Drama,Leonard Nimoy
tt0095238,The Good Mother,The Good Mother,The Good Mother,1988.0,104,Drama,Romance,Leonard Nimoy
tt0087755,The Muppets Take Manhattan,The Muppets Take Manhattan,The Muppets Take Manhattan,1984.0,94,Adventure,Comedy,Frank Oz
tt0087755,The Muppets: The Legend Continues,The Muppets Take Manhattan,The Muppets Take Manhattan,1984.0,94,Adventure,Comedy,Frank Oz
tt0087755,Muppet Movie III,The Muppets Take Manhattan,The Muppets Take Manhattan,1984.0,94,Adventure,Comedy,Frank Oz
tt0091419,Little Shop of Horrors,Little Shop of Horrors,Little Shop of Horrors,1986.0,94,Comedy,Horror,Frank Oz
tt0095031,Dirty Rotten Scoundrels,Dirty Rotten Scoundrels,Dirty Rotten Scoundrels,1988.0,110,Comedy,Crime,Frank Oz
tt0080716,Hot Lunch,Fame,Fame,1980.0,134,Drama,Music,Alan Parker
tt0080716,Fame,Fame,Fame,1980.0,134,Drama,Music,Alan Parker
tt0084503,Pink Floyd: The Wall,Pink Floyd: The Wall,Pink Floyd: The Wall,1982.0,95,Drama,Fantasy,Alan Parker
tt0084675,Shoot the Moon,Shoot the Moon,Shoot the Moon,1982.0,124,Drama,,Alan Parker
tt0086969,Birdy,Birdy,Birdy,1984.0,120,Drama,War,Alan Parker
tt0092563,Angel Heart,Angel Heart,Angel Heart,1987.0,113,Horror,Mystery,Alan Parker
tt0095647,Mississippi: Burning,Mississippi Burning,Mississippi Burning,1988.0,128,Crime,Drama,Alan Parker
tt0095647,Three Lives for Mississippi,Mississippi Burning,Mississippi Burning,1988.0,128,Crime,Drama,Alan Parker
tt0095647,Mississippi Burning,Mississippi Burning,Mississippi Burning,1988.0,128,Crime,Drama,Alan Parker
tt0091799,Psicosis 3,Psycho III,Psycho III,1986.0,93,Horror,Mystery,Anthony Perkins
tt0091799,Psicosis III,Psycho III,Psycho III,1986.0,93,Horror,Mystery,Anthony Perkins
tt0095556,Lucky Stiff,Lucky Stiff,Lucky Stiff,1988.0,82,Comedy,Horror,Anthony Perkins
tt0095556,My Christmas Dinner,Lucky Stiff,Lucky Stiff,1988.0,82,Comedy,Horror,Anthony Perkins
tt0082096,Das Boot,Das Boot,Das Boot,1981.0,149,Adventure,Drama,Wolfgang Petersen
tt0082096,The Boat,Das Boot,Das Boot,1981.0,149,Adventure,Drama,Wolfgang Petersen
tt0082096,U-Boat 96 (The Boat),Das Boot,Das Boot,1981.0,149,Adventure,Drama,Wolfgang Petersen
tt0088323,The NeverEnding Story,The NeverEnding Story,Die unendliche Geschichte,1984.0,102,Adventure,Drama,Wolfgang Petersen
tt0089092,Enemy Mine,Enemy Mine,Enemy Mine,1985.0,108,Action,Adventure,Wolfgang Petersen
tt0091757,Pirates,Pirates,Pirates,1986.0,121,Adventure,Comedy,Roman Polanski
tt0095174,Frantic,Frantic,Frantic,1988.0,120,Crime,Drama,Roman Polanski
tt0083907,"The Evil Dead, the Ultimate Experience in Grueling Horror",The Evil Dead,The Evil Dead,1981.0,85,Horror,,Sam Raimi
tt0083907,Into the Woods,The Evil Dead,The Evil Dead,1981.0,85,Horror,,Sam Raimi
tt0083907,Book of the Dead,The Evil Dead,The Evil Dead,1981.0,85,Horror,,Sam Raimi
tt0083907,Evil Dead,The Evil Dead,The Evil Dead,1981.0,85,Horror,,Sam Raimi
tt0083907,The Evil Dead,The Evil Dead,The Evil Dead,1981.0,85,Horror,,Sam Raimi
tt0083907,Sam Raimi's The Evil Dead,The Evil Dead,The Evil Dead,1981.0,85,Horror,,Sam Raimi
tt0088967,The XYZ Murders,Crimewave,Crimewave,1985.0,83,Comedy,Crime,Sam Raimi
tt0088967,Broken hearts and broken noses,Crimewave,Crimewave,1985.0,83,Comedy,Crime,Sam Raimi
tt0088967,Crimewave,Crimewave,Crimewave,1985.0,83,Comedy,Crime,Sam Raimi
tt0092991,Evil Dead II,Evil Dead II,Evil Dead II,1987.0,84,Action,Comedy,Sam Raimi
tt0080487,Caddyshack,Caddyshack,Caddyshack,1980.0,98,Comedy,Sport,Harold Ramis
tt0085995,National Lampoon's Vacation,National Lampoon's Vacation,National Lampoon's Vacation,1983.0,98,Adventure,Comedy,Harold Ramis
tt0085995,Vacation,National Lampoon's Vacation,National Lampoon's Vacation,1983.0,98,Adventure,Comedy,Harold Ramis
tt0090856,Paradise Island,Club Paradise,Club Paradise,1986.0,96,Comedy,,Harold Ramis
tt0090856,Island Jack,Club Paradise,Club Paradise,1986.0,96,Comedy,,Harold Ramis
tt0090856,Club Sandwich,Club Paradise,Club Paradise,1986.0,96,Comedy,,Harold Ramis
tt0090856,Club Paradise,Club Paradise,Club Paradise,1986.0,96,Comedy,,Harold Ramis
tt0081283,Ordinary People,Ordinary People,Ordinary People,1980.0,124,Drama,,Robert Redford
tt0095638,The Milagro Beanfield War,The Milagro Beanfield War,The Milagro Beanfield War,1988.0,117,Comedy,Drama,Robert Redford
tt0083064,Sharky's Machine,Sharky's Machine,Sharky's Machine,1981.0,122,Action,Crime,Burt Reynolds
tt0090073,Stick,Stick,Stick,1985.0,109,Action,Crime,Burt Reynolds
tt0085208,Baby It's You,Baby It's You,Baby It's You,1983.0,105,Comedy,Drama,John Sayles
tt0085838,Lianna,Lianna,Lianna,1983.0,110,Drama,Romance,John Sayles
tt0087004,The Brother from Another Planet,The Brother from Another Planet,The Brother from Another Planet,1984.0,108,Comedy,Sci-Fi,John Sayles
tt0093509,Matewan,Matewan,Matewan,1987.0,135,Drama,History,John Sayles
tt0095082,Eight Men Out,Eight Men Out,Eight Men Out,1988.0,119,Drama,History,John Sayles
tt0083658,Blade Runner,Blade Runner,Blade Runner,1982.0,117,Action,Sci-Fi,Ridley Scott
tt0083658,Dangerous Days,Blade Runner,Blade Runner,1982.0,117,Action,Sci-Fi,Ridley Scott
tt0089469,Legend,Legend,Legend,1985.0,94,Adventure,Fantasy,Ridley Scott
tt0094008,Someone to Watch Over Me,Someone to Watch Over Me,Someone to Watch Over Me,1987.0,106,Crime,Drama,Ridley Scott
tt0096933,Black Rain,Black Rain,Black Rain,1989.0,125,Action,Crime,Ridley Scott
tt0096486,Young Einstein,Young Einstein,Young Einstein,1988.0,91,Comedy,History,Yahoo Serious
tt0098382,Star Trek V: The Final Frontier,Star Trek V: The Final Frontier,Star Trek V: The Final Frontier,1989.0,107,Action,Adventure,William Shatner
tt0095640,Miles from Home,Miles from Home,Miles from Home,1988.0,108,Action,Crime,Gary Sinise
tt0095342,I Love N.Y.,I Love N.Y.,I Love N.Y.,1987.0,100,Comedy,Drama,Alan Smithee
tt0086619,Yentl,Yentl,Yentl,1983.0,133,Drama,Musical,Barbra Streisand
tt0086543,The 4th Man,The 4th Man,De vierde man,1983.0,102,Drama,Mystery,Paul Verhoeven
tt0089153,Flesh & Blood,Flesh+Blood,Flesh+Blood,1985.0,126,Adventure,Drama,Paul Verhoeven
tt0089153,Flesh+Blood,Flesh+Blood,Flesh+Blood,1985.0,126,Adventure,Drama,Paul Verhoeven
tt0089153,The Mercenaries,Flesh+Blood,Flesh+Blood,1985.0,126,Adventure,Drama,Paul Verhoeven
tt0089153,God's Own Butchers,Flesh+Blood,Flesh+Blood,1985.0,126,Adventure,Drama,Paul Verhoeven
tt0093870,RoboCop,RoboCop,RoboCop,1987.0,102,Action,Crime,Paul Verhoeven
tt0093870,Robocop: The Future of Law Enforcement,RoboCop,RoboCop,1987.0,102,Action,Crime,Paul Verhoeven
tt0082926,Polyester,Polyester,Polyester,1981.0,86,Comedy,,John Waters
tt0095270,White Lipstick,Hairspray,Hairspray,1988.0,92,Comedy,Drama,John Waters
tt0095270,Hairspray,Hairspray,Hairspray,1988.0,92,Comedy,Drama,John Waters
tt0084725,The State of Things,The State of Things,Der Stand der Dinge,1982.0,121,Drama,,Wim Wenders
tt0085640,Hammett,Hammett,Hammett,1982.0,97,Crime,Drama,Wim Wenders
tt0087884,"Paris, Texas","Paris, Texas","Paris, Texas",1984.0,145,Drama,,Wim Wenders
tt0090182,Tokyo-Ga,Tokyo-Ga,Tokyo-Ga,1985.0,92,Documentary,,Wim Wenders
tt0093191,The Sky Over Berlin,Wings of Desire,Der Himmel über Berlin,1987.0,128,Drama,Fantasy,Wim Wenders
tt0093191,Wings of Desire,Wings of Desire,Der Himmel über Berlin,1987.0,128,Drama,Fantasy,Wim Wenders
tt0093191,The Sky Above Berlin,Wings of Desire,Der Himmel über Berlin,1987.0,128,Drama,Fantasy,Wim Wenders
tt0082111,Buddy Buddy,Buddy Buddy,Buddy Buddy,1981.0,96,Comedy,,Billy Wilder
tt0088414,Boys will be Boys,The Woman in Red,The Woman in Red,1984.0,87,Comedy,Romance,Gene Wilder
tt0088414,The Woman in Red,The Woman in Red,The Woman in Red,1984.0,87,Comedy,Romance,Gene Wilder
tt0091178,Haunted Honeymoon,Haunted Honeymoon,Haunted Honeymoon,1986.0,82,Comedy,,Gene Wilder
tt0081698,Used Cars,Used Cars,Used Cars,1980.0,113,Comedy,,Robert Zemeckis
tt0088011,Romancing the Stone,Romancing the Stone,Romancing the Stone,1984.0,106,Action,Adventure,Robert Zemeckis
tt0088763,Back to the Future,Back to the Future,Back to the Future,1985.0,116,Adventure,Comedy,Robert Zemeckis
tt0096438,Eddie Goes to Toon,Who Framed Roger Rabbit,Who Framed Roger Rabbit,1988.0,104,Adventure,Animation,Robert Zemeckis
tt0096438,Trouble in Toontown,Who Framed Roger Rabbit,Who Framed Roger Rabbit,1988.0,104,Adventure,Animation,Robert Zemeckis
tt0096438,The Toontown Trial,Who Framed Roger Rabbit,Who Framed Roger Rabbit,1988.0,104,Adventure,Animation,Robert Zemeckis
tt0096438,Who Shot Roger Rabbit?,Who Framed Roger Rabbit,Who Framed Roger Rabbit,1988.0,104,Adventure,Animation,Robert Zemeckis
tt0096438,Who Framed Roger Rabbit,Who Framed Roger Rabbit,Who Framed Roger Rabbit,1988.0,104,Adventure,Animation,Robert Zemeckis
tt0096438,Dead Toons Don't Pay Bills,Who Framed Roger Rabbit,Who Framed Roger Rabbit,1988.0,104,Adventure,Animation,Robert Zemeckis
tt0096438,Toons,Who Framed Roger Rabbit,Who Framed Roger Rabbit,1988.0,104,Adventure,Animation,Robert Zemeckis
tt0096438,Who Framed Roger Rabbit 3D,Who Framed Roger Rabbit,Who Framed Roger Rabbit,1988.0,104,Adventure,Animation,Robert Zemeckis
tt0096438,Who Censored Roger Rabbit?,Who Framed Roger Rabbit,Who Framed Roger Rabbit,1988.0,104,Adventure,Animation,Robert Zemeckis
tt0096438,Murder in Toontown,Who Framed Roger Rabbit,Who Framed Roger Rabbit,1988.0,104,Adventure,Animation,Robert Zemeckis
tt0096874,Paradox,Back to the Future Part II,Back to the Future Part II,1989.0,108,Adventure,Comedy,Robert Zemeckis
tt0096874,Back to the Future Part II,Back to the Future Part II,Back to the Future Part II,1989.0,108,Adventure,Comedy,Robert Zemeckis
tt0080556,The Competition,The Competition,The Competition,1980.0,123,Drama,Music,Joel Oliansky
tt0094739,Big Business,Big Business,Big Business,1988.0,97,Comedy,,Jim Abrahams
tt0095801,Bagdad Cafe,Bagdad Cafe,Out of Rosenheim,1987.0,95,Comedy,Drama,Percy Adlon
tt0098224,Rosalie Goes Shopping,Rosalie Goes Shopping,Rosalie Goes Shopping,1989.0,94,Comedy,,Percy Adlon
tt0081964,The California Dolls,...All the Marbles,...All the Marbles,1981.0,113,Comedy,Drama,Robert Aldrich
tt0081964,...All the Marbles,...All the Marbles,...All the Marbles,1981.0,113,Comedy,Drama,Robert Aldrich
tt0081964,...And All the Marbles,...All the Marbles,...All the Marbles,1981.0,113,Comedy,Drama,Robert Aldrich
tt0094315,The Whales of August,The Whales of August,The Whales of August,1987.0,90,Drama,,Lindsay Anderson
tt0096288,Landscape in the Mist,Landscape in the Mist,Topio stin omihli,1988.0,127,Drama,,Theodoros Angelopoulos
tt0091217,Hoosiers,Hoosiers,Hoosiers,1986.0,114,Drama,Sport,David Anspaugh
tt0095178,Fresh Horses,Fresh Horses,Fresh Horses,1988.0,105,Drama,,David Anspaugh
tt0081165,The Mystery of Oberwald,The Mystery of Oberwald,Il mistero di Oberwald,1980.0,129,Drama,Romance,Michelangelo Antonioni
tt0084116,Identification of a Woman,Identification of a Woman,Identificazione di una donna,1982.0,130,Drama,Romance,Michelangelo Antonioni
tt0080549,Coal Miner's Daughter,Coal Miner's Daughter,Coal Miner's Daughter,1980.0,124,Biography,Drama,Michael Apted
tt0082200,Continental Divide,Continental Divide,Continental Divide,1981.0,103,Comedy,Romance,Michael Apted
tt0085615,Gorky Park,Gorky Park,Gorky Park,1983.0,128,Crime,Drama,Michael Apted
tt0087263,Firstborn,Firstborn,Firstborn,1984.0,103,Drama,Thriller,Michael Apted
tt0087263,First Born,Firstborn,Firstborn,1984.0,103,Drama,Thriller,Michael Apted
tt0088855,Bring on the Night,Bring on the Night,Bring on the Night,1985.0,97,Documentary,Music,Michael Apted
tt0092798,Critical Condition,Critical Condition,Critical Condition,1987.0,97,Comedy,,Michael Apted
tt0095243,Gorillas in the Mist,Gorillas in the Mist,Gorillas in the Mist: The Story of Dian Fossey,1988.0,129,Biography,Drama,Michael Apted
tt0094134,Three Bewildered People in the Night,Three Bewildered People in the Night,Three Bewildered People in the Night,1987.0,92,Drama,,Gregg Araki
tt0191250,The Long Weekend (O'Despair),The Long Weekend (O'Despair),The Long Weekend (O'Despair),1989.0,87,Drama,,Gregg Araki
tt0090985,The Decline of the American Empire,The Decline of the American Empire,Le déclin de l'empire américain,1986.0,101,Comedy,Drama,Denys Arcand
